Date,Close,High,Low,Open,Volume,Ticker
2023-02-24,144.4818115234375,144.95451719493005,143.50684198813192,144.8757304118409,55469600,AAPL
2023-02-27,145.67347717285156,146.90449291595675,145.2106140512802,145.46667494315656,44998500,AAPL
2023-02-28,145.17117309570312,146.81580770143296,144.59998020431112,144.81664009508194,50547000,AAPL
2023-03-01,143.10308837890625,144.9939263960711,142.80764165155819,144.60000744430354,55479000,AAPL
2023-03-02,143.69398498535156,144.481837933212,141.71450238763347,142.1872231725768,52238100,AAPL
2023-03-03,148.73622131347656,148.81500811176437,145.09241829817535,145.79162671403117,70732300,AAPL
2023-03-06,151.4936981201172,153.92618602775224,151.1293223291666,151.4542972077173,87558000,AAPL
2023-03-07,149.29757690429688,151.69066400049135,148.83471383986452,151.36567408118486,56182000,AAPL
2023-03-08,150.5482635498047,151.1391569879468,149.5240652876753,150.48917721139935,47204800,AAPL
2023-03-09,148.30288696289062,152.19289270805663,147.9483539187185,151.22778082054958,53833600,AAPL
2023-03-10,146.24465942382812,148.64760438030467,145.3681768808884,147.92869544727571,68572400,AAPL
2023-03-13,148.18472290039062,150.81417020284252,145.4567883472071,145.56511831219402,84457100,AAPL
2023-03-14,150.27255249023438,151.07024829967136,147.8203787096759,148.98245037600438,73695900,AAPL
2023-03-15,150.66647338867188,150.92251923505987,147.64309172837056,148.89380784086057,77167900,AAPL
2023-03-16,153.48300170898438,154.08373780814682,149.33693534803646,149.84904194741503,76161100,AAPL
2023-03-17,152.64596557617188,154.35954505108717,151.9368992435896,153.70956507504528,98944600,AAPL
2023-03-20,155.0094451904297,155.4230795673691,151.80880531492744,152.7148458265595,73641400,AAPL
2023-03-21,156.86094665527344,156.97911935630492,154.16255477435743,154.93072241220443,73938300,AAPL
2023-03-22,155.43292236328125,159.67746084227036,155.41322191031108,156.8805976022137,75701800,AAPL
2023-03-23,156.5162353515625,159.0964541870748,155.28521978995877,156.41776312286146,67622100,AAPL
2023-03-24,157.81619262695312,157.90482213956633,155.45264879499626,156.44730394409444,59196500,AAPL
2023-03-27,155.87611389160156,158.32830230982592,155.47233717929535,157.5109061704178,52390300,AAPL
2023-03-28,155.25567626953125,156.0829301456233,153.6110412861723,155.57082346557496,45992200,AAPL
2023-03-29,158.32830810546875,158.60405440029712,156.92987617396892,156.94956160428092,51305700,AAPL
2023-03-30,159.89414978027344,160.00247975071784,158.82070781762587,159.07675364456477,49501700,AAPL
2023-03-31,162.3955535888672,162.4940408365555,159.45097422374334,159.9729235769942,68749800,AAPL
2023-04-03,163.64630126953125,163.76447396805997,161.7259197832038,161.7751634166065,56976200,AAPL
2023-04-04,163.1144561767578,164.30607057242986,162.60234960420735,164.06972525205444,46278300,AAPL
2023-04-05,161.27288818359375,162.54330471265868,159.34266411557562,162.2380152446489,51511700,AAPL
2023-04-06,162.1592254638672,162.45467221127325,159.53962067833683,159.96308282888376,45390100,AAPL
2023-04-10,159.56915283203125,159.56915283203125,157.64877164706385,158.96841666370352,47716900,AAPL
2023-04-11,158.3578338623047,159.8941387722609,158.0722298566841,159.88429605818737,47644200,AAPL
2023-04-12,157.66847229003906,159.59869619161648,157.35332510698044,158.77145737665472,50133100,AAPL
2023-04-13,163.04554748535156,163.28190788405584,158.96842452673738,159.1752417539843,68445600,AAPL
2023-04-14,162.7008514404297,163.79399372639534,161.33196290458474,162.09025757823102,49386500,AAPL
2023-04-17,162.7205810546875,162.87815467656333,161.53880894471416,162.58270789230806,41516200,AAPL
2023-04-18,163.94168090820312,164.86740673971582,163.13412772682702,163.57730521892125,49923000,AAPL
2023-04-19,165.08412170410156,165.60607111909823,163.02585218946155,163.2819130529251,47720200,AAPL
2023-04-20,164.1189727783203,165.3204450523275,163.04553091898333,163.56748026442403,52456400,AAPL
2023-04-21,162.51377868652344,163.9220534848416,161.9918292131701,162.54332186221907,58337300,AAPL
2023-04-24,162.81903076171875,163.08493430890758,161.40089854610392,162.49404087672,41949600,AAPL
2023-04-25,161.28274536132812,163.78416246885476,161.24334444666383,162.68117729099055,48714100,AAPL
2023-04-26,161.27288818359375,162.7698073781101,160.32747660698578,160.58352244501583,45498800,AAPL
2023-04-27,165.85227966308594,165.99999552987848,162.68118215487013,162.68118215487013,64902300,AAPL
2023-04-28,167.10292053222656,167.27035182365992,165.33027066122992,165.93100668148045,55275900,AAPL
2023-05-01,167.0143585205078,167.86129792357815,166.07878959348815,166.70906903109534,52472900,AAPL
2023-05-02,165.98028564453125,167.76280882251325,164.9954731830596,167.50674796522142,48425700,AAPL
2023-05-03,164.90682983398438,168.32412999077732,164.62124085601573,166.9256982160475,65136000,AAPL
2023-05-04,163.2720489501953,164.50306450874902,161.81453073644045,162.3857237588548,81235400,AAPL
2023-05-05,170.93392944335938,171.65283843062485,168.1665934268077,168.38325340001882,113453200,AAPL
2023-05-08,170.86495971679688,171.20965008439242,169.49607101524845,169.86044681233003,55962800,AAPL
2023-05-09,169.16123962402344,170.9043468501181,168.993823309898,170.42179836441701,45326900,AAPL
2023-05-10,170.92404174804688,171.38690478906514,169.28924951921832,170.39224965147537,53724500,AAPL
2023-05-11,171.1111602783203,171.93839911576495,169.5551548305296,171.20964753246403,49514700,AAPL
2023-05-12,170.1841278076172,171.65351807079642,168.63582673684218,171.21959891598488,45533100,AAPL
2023-05-15,169.69105529785156,170.81529363826058,169.09934457223466,170.76598190315437,37266700,AAPL
2023-05-16,169.69105529785156,170.74625419954612,169.42478396654107,169.61215953124739,42110300,AAPL
2023-05-17,170.30247497558594,170.53914722242257,168.06385467134209,169.3360281894031,57951600,AAPL
2023-05-18,172.62985229492188,172.81722786089622,170.19400003291315,170.60819152451643,65496700,AAPL
2023-05-19,172.73834228515625,173.9513327998332,172.5213826746833,173.9513327998332,55809500,AAPL
2023-05-22,171.79161071777344,172.2945693897219,171.05197977463047,171.57465110395842,43570900,AAPL
2023-05-23,169.18812561035156,170.9829707500323,168.9119979039132,170.73642708015296,50747300,AAPL
2023-05-24,169.46421813964844,170.03620114077688,168.16247565777167,168.7245872835419,45143500,AAPL
2023-05-25,170.5983428955078,171.4957503105663,169.3163129553576,170.02635984381527,56058300,AAPL
2023-05-26,173.00460815429688,173.33991896491864,170.71669083708804,170.92379413047703,54835000,AAPL
2023-05-30,174.84878540039062,176.51542312806916,174.1288820495124,174.5134895983742,55964400,AAPL
2023-05-31,174.7994842529297,176.870457363353,174.31625318107535,174.87838004309978,99625300,AAPL
2023-06-01,177.6002197265625,177.6298037673365,174.483903683808,175.24326250861952,68901800,AAPL
2023-06-02,178.4483184814453,179.2668453318801,176.781680741823,178.52721426739677,61996900,AAPL
2023-06-05,177.0972137451172,182.3929658521557,175.57849662924414,180.10504889865823,121946500,AAPL
2023-06-06,176.73236083984375,177.62976831057978,174.97695616659206,177.4818481362361,64848400,AAPL
2023-06-07,175.36155700683594,178.7046879636189,174.86846975629078,175.97298038220674,61944600,AAPL
2023-06-08,178.07357788085938,178.33983422301452,175.00657387447097,175.44047811466785,50214900,AAPL
2023-06-09,178.45814514160156,179.7105759291869,178.13270574903748,178.99067275354267,48900000,AAPL
2023-06-12,181.2490234375,181.34764691680866,178.468018885392,178.7638742754878,54274900,AAPL
2023-06-13,180.77566528320312,181.60404834381112,179.91769818813273,180.2727216495119,54929100,AAPL
2023-06-14,181.40679931640625,181.84071851135664,179.50348972235338,180.83481629104696,57462900,AAPL
2023-06-15,183.43832397460938,183.94128262941163,181.23915892536104,181.41667817053525,65433200,AAPL
2023-06-16,182.36341857910156,184.4048073735327,181.7224110612984,184.14839232814637,101256200,AAPL
2023-06-20,182.45216369628906,183.52710548415504,181.86046794433722,181.86046794433722,49799100,AAPL
2023-06-21,181.4166717529297,182.8466218007744,180.06560242478363,182.34366316376426,49515700,AAPL
2023-06-22,184.41464233398438,184.46395407144706,181.1306792503188,181.19971869233248,51245300,AAPL
2023-06-23,184.09910583496094,184.9669444808385,182.45219571223123,182.98473853505004,53117000,AAPL
2023-06-26,182.7085723876953,185.4501365723536,182.6691169769034,184.24700235631448,48088700,AAPL
2023-06-27,185.45997619628906,185.78541559077308,183.10301971608257,183.31997931240525,50730800,AAPL
2023-06-28,186.633544921875,187.27455239917202,185.00636283468697,185.33178721386028,51216800,AAPL
2023-06-29,186.96884155273438,187.4422162021352,186.32783407243755,186.4658979165552,46347300,AAPL
2023-06-30,191.28826904296875,191.79121262094537,188.61572952588827,188.9806243235532,85213200,AAPL
2023-07-03,189.7991943359375,191.19956064074086,189.10885998965753,191.10093714903454,31458200,AAPL
2023-07-05,188.68479919433594,190.31198136153697,187.98460856583768,188.92148652956726,46920300,AAPL
2023-07-06,189.15814208984375,189.36524537083605,186.5842258571581,187.2153769807983,45094300,AAPL
2023-07-07,188.04376220703125,190.0062550438309,187.60985803081866,188.7636804868427,46815000,AAPL
2023-07-10,186.0023956298828,187.36332142042107,184.4540942539423,186.6434031135775,59922200,AAPL
2023-07-11,185.479736328125,186.68287064614393,184.02020200954667,186.54480679233018,46638100,AAPL
2023-07-12,187.14634704589844,189.04965668897157,185.864317131752,187.0575799007695,60750200,AAPL
2023-07-13,187.90570068359375,188.54672319895087,187.15621340871894,187.8662603208446,41342300,AAPL
2023-07-14,188.0536346435547,188.53685056119244,187.00829198764853,187.59998771190843,41616200,AAPL
2023-07-17,191.30799865722656,191.63343805134278,189.15813040004866,189.24688249449068,50520200,AAPL
2023-07-18,191.0515899658203,191.64330071063998,189.75970372238763,190.6768538720752,48288200,AAPL
2023-07-19,192.4026641845703,195.48938034906212,189.9865244553515,190.4303150490968,80507300,AAPL
2023-07-20,190.4599151611328,193.7537348839622,189.8386203157028,192.39280905028917,59581200,AAPL
2023-07-21,189.28634643554688,192.2744541324422,188.58615588066942,191.4164870851642,71951700,AAPL
2023-07-24,190.08514404296875,192.21528467718613,189.59205676918674,190.73602285584008,45377800,AAPL
2023-07-25,190.94313049316406,191.75180092732498,190.25281124926505,190.65714646634552,37283200,AAPL
2023-07-26,191.81094360351562,192.93518195125802,190.64726489612826,190.99241694846552,47471900,AAPL
2023-07-27,190.5486602783203,194.47363103189025,189.8879250921341,193.3099522093675,47460200,AAPL
2023-07-28,193.12257385253906,193.91151654263126,191.4559363697747,191.97860770429688,48291400,AAPL
2023-07-31,193.73399353027344,193.77344894031904,192.56044337061044,193.34938604539337,38824100,AAPL
2023-08-01,192.90562438964844,194.01013518521242,192.5801849485631,193.52691923606866,35175100,AAPL
2023-08-02,189.91749572753906,192.48154051645844,189.19759252290805,192.34347668203839,50389300,AAPL
2023-08-03,188.52700805664062,189.71041463976601,188.0536484329567,188.92148694956984,61235200,AAPL
2023-08-04,179.4739227294922,184.78940327661547,179.40488328381886,182.95511789971007,115956800,AAPL
2023-08-07,176.37733459472656,180.59816071157974,174.89807268327345,179.6119861039443,97576100,AAPL
2023-08-08,177.314208984375,177.77771228390873,175.12490000933562,177.20572916857282,67823000,AAPL
2023-08-09,175.72647094726562,178.42857997538025,174.5627769846933,178.36941190145535,60378500,AAPL
2023-08-10,175.5094757080078,178.25103959448677,175.1445959609342,176.99859377509202,54686900,AAPL
2023-08-11,175.5687255859375,176.38835756307438,174.34422750725284,175.10461152163393,52036700,AAPL
2023-08-14,177.2178955078125,177.44501774834183,175.09474782272636,175.74650562753334,43675600,AAPL
2023-08-15,175.23300170898438,177.23763842738072,174.8380051896738,176.64514364841483,43622600,AAPL
2023-08-16,174.36399841308594,176.30937200366554,174.29486573787133,174.91699954220002,46964900,AAPL
2023-08-17,171.8260955810547,175.29223725703497,171.31258808782235,174.9268647491592,66062900,AAPL
2023-08-18,172.3100128173828,172.91239237884375,169.8116226038202,170.14737119397137,61172200,AAPL
2023-08-21,173.64309692382812,173.92948217703207,171.56934282132403,172.88272795365145,46311900,AAPL
2023-08-22,175.0157470703125,175.46012191641384,174.04799506153495,174.8478727981476,42038900,AAPL
2023-08-23,178.85714721679688,179.2817827873095,176.10201110060572,176.28963972003098,52722800,AAPL
2023-08-24,174.17637634277344,178.8374075605793,173.8109887437673,178.41277199096436,54945800,AAPL
2023-08-25,176.37850952148438,176.91175631972774,173.62337343895007,175.16388093182096,51449600,AAPL
2023-08-28,177.9387664794922,178.33376298082638,176.31925671498092,177.8400098200833,43820700,AAPL
2023-08-29,181.81967163085938,182.5899254092932,177.25739693272806,177.45489519701718,53003900,AAPL
2023-08-30,185.30557250976562,185.5030858470339,182.43194029759772,182.62943856671393,60813900,AAPL
2023-08-31,185.52281188964844,186.75719481874472,185.13768501849643,185.4931879048022,60794500,AAPL
2023-09-01,187.09295654296875,187.54720101813678,185.92769123419916,187.12258052751662,45766500,AAPL
2023-09-05,187.3299560546875,187.60645663383806,185.26607135025952,185.92769881238064,45280000,AAPL
2023-09-06,180.62478637695312,186.4905763861184,179.20277485131902,186.04618648324464,81755800,AAPL
2023-09-07,175.3416290283203,175.98351721110967,171.3718491931888,172.99135904079122,112488800,AAPL
2023-09-08,175.953857421875,177.9881329660241,175.56873058484743,176.121746745329,65551300,AAPL
2023-09-11,177.119140625,178.0473990105972,175.12437356668377,177.82027676778657,58953100,AAPL
2023-09-12,174.09738159179688,177.8795329175836,172.63587633671216,177.2475294233725,90370200,AAPL
2023-09-13,172.03347778320312,175.08486860955094,171.8063404869434,174.30473020059844,84267900,AAPL
2023-09-14,173.54440307617188,173.89990602984025,171.4113853541615,171.82613628874898,60895800,AAPL
2023-09-15,172.82345581054688,174.29484548306786,171.64833608181547,174.2750911398521,109259500,AAPL
2023-09-18,175.74649047851562,177.13887792290447,173.9689761950564,174.2751007250675,67257600,AAPL
2023-09-19,176.83274841308594,177.38574949277796,174.91698390976052,175.30211073798526,51826900,AAPL
2023-09-20,173.29747009277344,177.45486279571944,173.20858308214417,177.02035765272817,58436200,AAPL
2023-09-21,171.75694274902344,174.09734264324985,171.6878251518227,172.36920682730067,63149100,AAPL
2023-09-22,172.60623168945312,174.8676297137013,171.87548661966315,172.48773574692532,56725400,AAPL
2023-09-25,173.88009643554688,174.75897636563758,171.97420160197885,172.02357992644104,46172700,AAPL
2023-09-26,169.81158447265625,173.01109513731117,169.51532957863083,172.63585300181884,64588900,AAPL
2023-09-27,168.3007049560547,170.87809720821267,166.93795639924983,170.4633463371719,66921800,AAPL
2023-09-28,168.55746459960938,169.8807195182162,165.5258128129139,167.2243249736919,56294400,AAPL
2023-09-29,169.07093811035156,170.9077001905232,168.211797495528,169.87081569769032,51861100,AAPL
2023-10-02,171.57920837402344,172.12233981703872,168.79443355791753,169.08081880430257,52164500,AAPL
2023-10-03,170.24609375,171.46073744550782,168.6858469308082,170.1078434596355,49594600,AAPL
2023-10-04,171.49034118652344,172.03347264460572,168.83394692911625,168.95244285882518,53020300,AAPL
2023-10-05,172.7247314453125,173.2579782200924,170.52258153582127,171.61871413723316,48527900,AAPL
2023-10-06,175.27252197265625,175.76627518846593,171.01635659512883,171.62862082907643,57266700,AAPL
2023-10-09,176.75376892089844,176.81301689163445,173.60362121945622,174.6009972191987,42390800,AAPL
2023-10-10,176.16123962402344,177.4746247468579,175.72673446240606,175.87486944103904,43698000,AAPL
2023-10-11,177.5536651611328,177.60304349794123,175.38115395493855,175.9736487921809,47551100,AAPL
2023-10-12,178.45228576660156,180.0619109305439,176.80313684087554,177.8202822818536,56743100,AAPL
2023-10-13,176.61550903320312,179.6570151987734,175.91437292525092,179.1533924067404,51427100,AAPL
2023-10-16,176.48712158203125,176.84262444155877,174.3047260977915,174.5417330268598,52517000,AAPL
2023-10-17,174.93675231933594,176.19088966345473,172.61612132571108,174.44299912050275,57549400,AAPL
2023-10-18,173.64309692382812,175.36136323860268,172.92222157401596,173.38635072108465,54764400,AAPL
2023-10-19,173.26788330078125,175.6181383369893,173.0012523479638,173.84062376512662,59302900,AAPL
2023-10-20,170.7200927734375,173.22835212793277,170.4830858385587,173.11972583296543,64244000,AAPL
2023-10-23,170.838623046875,171.83599917885627,167.80697088494813,168.7747380957869,55980100,AAPL
2023-10-24,171.27308654785156,171.50020876645127,169.3079436842464,170.8879597127696,43816600,AAPL
2023-10-25,168.96234130859375,170.89784530264086,168.51795139973865,169.73259505065448,57157000,AAPL
2023-10-26,164.80490112304688,169.23880917055772,163.60014241201984,168.24141831331102,70625300,AAPL
2023-10-27,166.11830139160156,166.8490614359056,164.745668316651,164.82467062426355,58499100,AAPL
2023-10-30,168.1624298095703,169.0314401165317,166.7601727667049,166.90830774256386,51131000,AAPL
2023-10-31,168.63645935058594,168.76482492650203,165.80230595130433,167.23420217717043,44846000,AAPL
2023-11-01,171.7964630126953,172.0532092124064,167.99455793411695,168.86356825336904,56934900,AAPL
2023-11-02,175.3515167236328,175.55888462715336,173.26787764016203,173.32712561259646,77334800,AAPL
2023-11-03,174.44300842285156,174.61089777938133,171.1842491912974,172.06312932936157,79829200,AAPL
2023-11-06,176.99073791503906,177.18823614800198,174.00847994055556,174.17635419198152,63841300,AAPL
2023-11-07,179.5484161376953,180.1606652677133,176.7340169447808,176.94138484513783,70530000,AAPL
2023-11-08,180.60504150390625,181.15804266662394,179.3212801943679,180.07179468790036,49340300,AAPL
2023-11-09,180.13099670410156,181.81962374743682,179.53848699912388,180.67412808897316,53763500,AAPL
2023-11-10,184.3136749267578,184.48178544542026,181.475802800193,181.9108804268445,66133400,AAPL
2023-11-13,182.7315673828125,183.94779597294095,182.1481747757102,183.74015491726047,43627500,AAPL
2023-11-14,185.34205627441406,186.0045554032819,184.21481647353394,185.59914075952597,60108400,AAPL
2023-11-15,185.9056396484375,187.3789678351275,185.67821821290843,185.74744196041772,53790500,AAPL
2023-11-16,187.58665466308594,188.82266388785246,186.5385061665612,187.4482222334322,54412900,AAPL
2023-11-17,187.5668487548828,188.24912816814668,186.4593894684262,188.12057839811112,50922700,AAPL
2023-11-20,189.30715942382812,189.7620174322178,187.75473976876387,187.76462241033667,46505100,AAPL
2023-11-21,188.50621032714844,189.37636552049437,187.61628985249988,189.26759612132614,38134500,AAPL
2023-11-22,189.16873168945312,190.77059476808083,188.69410838615653,189.34672485819107,39617700,AAPL
2023-11-24,187.84373474121094,188.76331834061182,187.13179223741543,188.7336553269539,24048300,AAPL
2023-11-27,187.66574096679688,188.5358962659671,186.7857030257735,187.79429075090235,40552600,AAPL
2023-11-28,188.26890563964844,188.9413024556769,187.2800983304318,187.65584993609482,38415400,AAPL
2023-11-29,187.25042724609375,189.9399842182602,186.85491037465812,188.7633011569372,43014200,AAPL
2023-11-30,187.82394409179688,188.18981305356235,186.08364867108205,187.71517468500207,48794400,AAPL
2023-12-01,189.09950256347656,189.4159130354433,187.11199034893104,188.1996843513192,45704800,AAPL
2023-12-04,187.3097686767578,187.9228394923183,185.35193435249073,187.85361573572166,43389500,AAPL
2023-12-05,191.25511169433594,192.22413865175915,188.05137051787239,188.08104861869373,66628400,AAPL
2023-12-06,190.1674041748047,192.58008102103562,189.95974802820277,192.27355320919483,41089700,AAPL
2023-12-07,192.09559631347656,192.81742141001197,191.42319951100376,191.46276025185608,47477700,AAPL
2023-12-08,193.5194854736328,193.79635031367135,191.50231010992096,192.02637677770835,53406400,AAPL
2023-12-11,191.01780700683594,191.32434997590968,189.27751140798418,190.948598334338,60943700,AAPL
2023-12-12,192.53067016601562,192.54055280703432,189.57413099725628,190.9189094878757,52696900,AAPL
2023-12-13,195.74429321289062,195.7838388648497,192.66910200901862,192.90640609677627,70404200,AAPL
2023-12-14,195.89260864257812,197.38570218691584,193.96443748585023,195.80361960949875,66831600,AAPL
2023-12-15,195.35865783691406,196.17935458626624,194.79503045579114,195.3190970971854,128538400,AAPL
2023-12-18,193.6974639892578,194.4291868327445,192.21425301938103,193.8952224343076,55751900,AAPL
2023-12-19,194.7357177734375,194.7456004150459,193.69746706046115,193.96444926391277,40714100,AAPL
2023-12-20,192.64935302734375,195.46744514462725,192.64935302734375,194.69617655774934,52242800,AAPL
2023-12-21,192.50100708007812,194.8741537657828,191.33422165280876,193.9051267903215,46482500,AAPL
2023-12-22,191.43312072753906,193.22285972664613,190.8101672306993,192.99542315884526,37149600,AAPL
2023-12-26,190.88926696777344,191.71986154255086,190.67172813799795,191.44299668429173,28919300,AAPL
2023-12-27,190.9881134033203,191.3342019743918,188.9511728919884,190.33551208827305,48087700,AAPL
2023-12-28,191.413330078125,192.4812438348005,191.00791544042355,191.96705978425237,34049900,AAPL
2023-12-29,190.3750762939453,192.2241411947973,189.5840274029703,191.72973752393827,42672100,AAPL
2024-01-02,183.5621795654297,186.33084291740326,181.83176685644636,185.0552730997862,82488700,AAPL
2024-01-03,182.18775939941406,183.79952025374087,181.37693010719954,182.15809638511382,58414500,AAPL
2024-01-04,179.8739471435547,181.04073256447913,178.85547678867908,180.1112512492328,71983600,AAPL
2024-01-05,179.152099609375,180.7144169560074,178.15340966673114,179.95304619735901,62379700,AAPL
2024-01-08,183.4830780029297,183.52263874374273,179.46852282651062,180.0519155054874,59144500,AAPL
2024-01-09,183.0677947998047,183.07767744176536,180.68476543102267,181.8614486084712,42841800,AAPL
2024-01-10,184.10604858398438,184.31368968460146,181.86145160567418,182.28664662503843,46792900,AAPL
2024-01-11,183.5127410888672,184.9564063690912,181.5647895230864,184.4521049955326,49128400,AAPL
2024-01-12,183.8390350341797,184.64986419021457,183.1172099941003,183.9774674403319,40477800,AAPL
2024-01-16,181.57469177246094,182.1976301200088,178.90489995610474,180.12114381484557,65603000,AAPL
2024-01-17,180.63531494140625,180.8825167727283,178.281963767062,179.24110807963172,47317400,AAPL
2024-01-18,186.51873779296875,187.0230241166397,183.7500741577492,184.00715864056133,78005800,AAPL
2024-01-19,189.41590881347656,189.80154302609114,186.7065866846462,187.21087293560348,68903000,AAPL
2024-01-22,191.7198486328125,193.14373357255337,190.10808789018887,190.14764863184953,60133900,AAPL
2024-01-23,192.9954071044922,193.55903452389106,191.66052626402544,192.83720939883855,42355600,AAPL
2024-01-24,192.322998046875,194.18196038829024,192.16478527569066,193.23269884918452,53631300,AAPL
2024-01-25,191.9967041015625,194.07320538533628,190.9485708187439,193.0349547434494,54822100,AAPL
2024-01-26,190.2663116455078,192.58011726192578,189.79168833424328,192.09561130867766,44594000,AAPL
2024-01-29,189.58401489257812,190.04875551955823,187.4580852833725,189.86087972294905,47145600,AAPL
2024-01-30,185.93533325195312,189.65325866018404,185.37172089064353,188.80288370915284,55859400,AAPL
2024-01-31,182.33607482910156,185.00586682539145,182.28664653050623,184.94652570867123,55467800,AAPL
2024-02-01,184.76852416992188,184.857513201702,181.7625567551165,181.93065217781273,64885400,AAPL
2024-02-02,183.76983642578125,185.2332669548565,177.24370243482153,177.84687547061628,102551700,AAPL
2024-02-05,185.57936096191406,187.13179578344227,183.75995901240586,186.04410163536497,69668800,AAPL
2024-02-06,187.1812286376953,187.19111127921153,184.67954732588265,184.76853636353553,43490800,AAPL
2024-02-07,187.2899932861328,188.91163664571195,186.49894443287428,188.50622203381667,53439000,AAPL
2024-02-08,186.21217346191406,187.41850432812907,185.25302930015292,187.27018928785674,40962000,AAPL
2024-02-09,186.97454833984375,188.10322646586073,186.13298359451971,186.77652244170517,45155200,AAPL
2024-02-12,185.29141235351562,186.796321504533,184.9349868995182,186.54880424779185,41781900,AAPL
2024-02-13,183.20236206054688,184.360756090923,181.68755769129083,183.92512331150874,56529500,AAPL
2024-02-14,182.32122802734375,183.68752828939827,180.62821823999963,183.47962222785034,54630500,AAPL
2024-02-15,182.03411865234375,182.65786706531418,179.5490504680876,181.72719962604296,65434500,AAPL
2024-02-16,180.49948120117188,183.0142649801448,179.86583763061847,181.59845842120637,49752500,AAPL
2024-02-20,179.7569122314453,180.61826736487214,178.21240712023044,179.984623854957,53665600,AAPL
2024-02-21,180.50942993164062,181.07376153905057,178.8659113780299,180.13319878852892,41371400,AAPL
2024-02-22,182.53903198242188,183.1231842228548,180.64801151557128,181.65787110291916,52292200,AAPL
2024-02-23,180.70741271972656,183.20237592421455,180.42028422645075,183.17267506039363,45119700,AAPL
2024-02-26,179.3609161376953,180.9450175834942,178.85597124394113,180.43019254491847,40867400,AAPL
2024-02-27,180.8163299560547,182.09351248592515,177.77681047698752,179.30152539649055,54318900,AAPL
2024-02-28,179.61831665039062,181.30143093346823,178.34113428414614,180.69748823755316,48953900,AAPL
2024-02-29,178.9550018310547,180.75693496542868,177.74711623943745,179.46984202762675,136682600,AAPL
